vintage,state,fips,county,max_recdate,totalcount
202004,GA,13143,Haralson County,20200316,22643
202004,GA,13045,Carroll County,20200320,91270
202004,GA,13239,Quitman County,20200320,648
202004,GA,13195,Madison County,20200323,21748
202004,GA,13103,Effingham County,20200401,44188
202004,GA,13281,Towns County,20200403,7408
202004,GA,13241,Rabun County,20200304,16276
202004,GA,13293,Upson County,20200311,5157
202004,GA,13219,Oconee County,20200313,25852
202004,GA,13053,Chattahoochee County,20200317,1582
202004,GA,13137,Habersham County,20200323,28622
202004,GA,13145,Harris County,20200325,8116
202004,GA,13289,Twiggs County,20200326,1073
202004,GA,13253,Seminole County,20200327,7402
202004,GA,13163,Jefferson County,20200331,7361
202004,GA,13211,Morgan County,20200401,5160
202004,GA,13249,Schley County,20200311,754
202004,GA,13209,Montgomery County,20200312,4417
202004,GA,13159,Jasper County,20200316,10082
202004,GA,13101,Echols County,20200320,722
202004,GA,13123,Gilmer County,20200323,33098
202004,GA,13023,Bleckley County,20200324,5935
202004,GA,13167,Johnson County,20200324,3860
202004,GA,13227,Pickens County,20200325,19601
202004,GA,13131,Grady County,20200327,15195
202004,GA,13069,Coffee County,20200402,7208
202004,GA,13279,Toombs County,20200402,4101
202004,GA,13171,Lamar County,20200304,2194
202004,GA,13117,Forsyth County,20200309,221660
202004,GA,13231,Pike County,20200312,3695
202004,GA,13013,Barrow County,20200318,64563
202004,GA,13085,Dawson County,20200320,27110
202004,GA,13155,Irwin County,20200323,6520
202004,GA,13151,Henry County,20200324,231975
202004,GA,13213,Murray County,20200325,18395
202004,GA,13205,Mitchell County,20200327,10088
202004,GA,13259,Stewart County,20200401,1325
202004,HI,15003,Honolulu County,20200320,403499
202004,IA,19093,Ida County,20191223,1259
202004,IA,19185,Wayne County,20200214,1164
202004,IA,19145,Page County,20200218,14534
202004,IA,19077,Guthrie County,20200303,4047
202004,IA,19169,Story County,20200310,26742
202004,IA,19079,Hamilton County,20191213,3946
202004,IA,19001,Adair County,20200207,2546
202004,IA,19179,Wapello County,20200214,13142
202004,IA,19025,Calhoun County,20200304,3129
202004,IA,19027,Carroll County,20200306,7141
202004,IA,19141,O'Brien County,20200312,4768
202004,IA,19197,Wright County,20191018,3583
202004,IA,19135,Monroe County,20200110,1871
202004,IA,19119,Lyon County,20200218,8156
202004,IA,19023,Butler County,20200305,3988
202004,IA,19089,Howard County,20200306,8762
202004,IA,19127,Marshall County,20200409,38768
202004,IA,19003,Adams County,20190530,3467
202004,IA,19123,Mahaska County,20191226,5435
202004,IA,19133,Monona County,20200214,7700
202004,IA,19117,Lucas County,20200218,2670
202004,IA,19161,Sac County,20200219,7126
202004,IA,19069,Franklin County,20200304,2601
202004,IA,19101,Jefferson County,20200306,4720
202004,IA,19103,Johnson County,20200406,70998
202004,ID,16035,Clearwater County,20191220,6040
202004,ID,16021,Boundary County,20200221,4645
202004,ID,16017,Bonner County,20200323,28649
202004,ID,16025,Camas County,20190621,690
202004,ID,16031,Cassia County,20200306,10291
202004,ID,16005,Bannock County,20200320,41469
202004,ID,16067,Minidoka County,20200203,9308
202004,ID,16011,Bingham County,20200316,11254
202004,ID,16001,Ada County,20200331,386158
202004,ID,16015,Boise County,20200207,3013
202004,ID,16045,Gem County,20200313,5688
202004,IL,17173,Shelby County,20200102,7100
202004,IL,17145,Perry County,20200313,8270
202004,IL,17033,Crawford County,20200325,8546
202004,IL,17009,Brown County,20090000,5
202004,IL,17085,Jo Daviess County,20190516,6188
202004,IL,17015,Carroll County,20191121,11373
202004,IL,17109,McDonough County,20200116,181
202004,IL,17167,Sangamon County,20200320,110858
202004,IL,17089,Kane County,20200325,363784
202004,IL,17119,Madison County,20200406,173344
202004,IL,17099,LaSalle County,20200409,54734
202004,IL,17035,Cumberland County,20190314,3040
202004,IL,17057,Fulton County,20191223,9750
202004,IL,17043,DuPage County,20200311,769817
202004,IL,17107,Logan County,20200320,10205
202004,IL,17073,Henry County,20200403,9857
202004,IL,17161,Rock Island County,20200409,60538
202004,IL,17045,Edgar County,20190620,9517
202004,IL,17147,Piatt County,20200124,3800
202004,IL,17077,Jackson County,20200319,16861
202004,IL,17087,Johnson County,20200401,2859
202004,IL,17005,Bond County,20200406,7875
202004,IL,17031,Cook County,20200408,5358428
202004,IL,17133,Monroe County,20200409,22427
202004,IN,18155,Switzerland County,20171021,2170
202004,IN,18103,Miami County,20191231,26428
202004,IN,18015,Carroll County,20200221,14972
202004,IN,18091,LaPorte County,20200323,52495
202004,IN,18031,Decatur County,20200327,6575
202004,IN,18019,Clark County,20200409,43214
202004,IN,18139,Rush County,20191231,6235
202004,IN,18123,Perry County,20200312,10698
202004,IN,18175,Washington County,20200317,3566
202004,IN,18157,Tippecanoe County,20200326,66535
202004,IN,18179,Wells County,20200403,9446
202004,IN,18135,Randolph County,20190801,16836
202004,IN,18023,Clinton County,20191231,19494
202004,IN,18061,Harrison County,20200302,25559
202004,IN,18109,Morgan County,20200310,19005
202004,IN,18099,Marshall County,20200318,28843
202004,IN,18005,Bartholomew County,20200327,21971
202004,IN,18087,LaGrange County,20190510,9157
202004,IN,18149,Starke County,20191119,8048
202004,IN,18071,Jackson County,20200312,13169
202004,IN,18141,St. Joseph County,20200320,106426
202004,IN,18165,Vermillion County,20200402,8045
202004,IN,18117,Orange County,20200409,9139
202004,KS,20003,Anderson County,20090501,3597
202004,KS,20019,Chautauqua County,20100501,2759
202004,KS,20183,Smith County,20100501,2574
202004,KS,20009,Barton County,20140801,13409
202004,KS,20107,Linn County,20170710,17056
202004,KS,20001,Allen County,20190912,8376
202004,KS,20055,Finney County,20200316,17201
202004,KS,20141,Osborne County,20100401,2436
202004,KS,20083,Hodgeman County,20100501,703
202004,KS,20201,Washington County,20121016,1016
202004,KS,20079,Harvey County,20170428,1136
202004,KS,20017,Chase County,20190908,2010
202004,KS,20035,Cowley County,20200224,16657
202004,KS,20127,Morris County,20010201,1
202004,KS,20023,Cheyenne County,20100501,1658
202004,KS,20153,Rawlins County,20100501,1291
202004,KS,20071,Greeley County,20160722,515
202004,KS,20097,Kiowa County,20171201,1735
202004,KS,20125,Montgomery County,20180615,14196
202004,KS,20161,Riley County,20200116,31146
202004,KS,20007,Barber County,20100401,2664
202004,KS,20171,Scott County,20170510,2848
202004,KS,20177,Shawnee County,20200317,119605
202004,KY,21063,Elliott County,20150920,106
202004,KY,21189,Owsley County,20181114,68
202004,KY,21149,McLean County,20191016,5538
202004,KY,21159,Martin County,20200204,2110
202004,KY,21223,Trimble County,20200309,2883
202004,KY,21027,Breckinridge County,20200312,8771
202004,KY,21081,Grant County,20200316,7156
202004,KY,21079,Garrard County,20200330,3683
202004,KY,21187,Owen County,20131209,1
202004,KY,21091,Hancock County,20191126,5908
202004,KY,21007,Ballard County,20200129,1044
202004,KY,21155,Marion County,20200224,5872
202004,KY,21217,Taylor County,20200305,6383
202004,KY,21239,Woodford County,20200312,94
202004,KY,21127,Lawrence County,20171229,7723
202004,KY,21153,Magoffin County,20180809,24
202004,KY,21097,Harrison County,20190215,12022
202004,KY,21035,Calloway County,20191230,16719
202004,KY,21137,Lincoln County,20200218,3620
202004,KY,21231,Wayne County,20200317,16451
202004,KY,21105,Hickman County,20121201,2761
202004,KY,21131,Leslie County,20180123,3056
202004,KY,21003,Allen County,20190828,12073
202004,KY,21191,Pendleton County,20200124,3225
202004,KY,21221,Trigg County,20200305,5481
202004,KY,21021,Boyle County,20200316,48
202004,KY,21067,Fayette County,20200326,69681
202004,LA,22045,Iberia Parish,20190425,21790
202004,LA,22125,West Feliciana Parish,20200210,4765
202004,LA,22079,Rapides Parish,20200317,28654
202004,LA,22075,Plaquemines Parish,20200326,6190
202004,LA,22019,Calcasieu Parish,20200407,71313
202004,LA,22029,Concordia Parish,20170419,3434
202004,LA,22077,Pointe Coupee Parish,20200320,4335
202004,LA,22017,Caddo Parish,20200326,189626
202004,LA,22001,Acadia Parish,20200403,9445
202004,LA,22035,East Carroll Parish,20170828,1211
202004,LA,22033,East Baton Rouge Parish,20200323,298567
202004,LA,22047,Iberville Parish,20200331,6909
202004,LA,22081,Red River Parish,20191104,1315
202004,LA,22117,Washington Parish,20200326,16917
202004,LA,22037,East Feliciana Parish,20200406,1770
202004,MA,25003,Berkshire County,20200331,76841
202004,MA,25023,Plymouth County,20200331,346867
202004,MA,25017,Middlesex County,20200331,976491
202004,MD,24013,Carroll County,20200305,119250
202004,MD,24027,Howard County,20200306,341399
202004,MD,24019,Dorchester County,20200309,28655
202004,MD,24001,Allegany County,20200302,42830
202004,MD,24033,Prince George's County,20200306,643098
202004,ME,23031,York County,20200325,74927
202004,ME,23001,Androscoggin County,20200309,33139
202004,ME,23021,Piscataquis County,20200304,4178
202004,GA,13079,Crawford County,20200327,5250
202004,GA,13201,Miller County,20200331,1083
202004,GA,13215,Muscogee County,20200410,65252
202004,GA,13245,Richmond County,20200306,144130
202004,GA,13237,Putnam County,20200312,9414
202004,GA,13273,Terrell County,20200313,3240
202004,GA,13127,Glynn County,20200320,42217
202004,GA,13089,DeKalb County,20200324,644520
202004,GA,13191,McIntosh County,20200326,6342
202004,GA,13301,Warren County,20200326,724
202004,GA,13051,Chatham County,20200330,218627
202004,GA,13001,Appling County,20200401,2884
202004,GA,13087,Decatur County,20200403,15278
202004,GA,13125,Glascock County,20200305,1242
202004,GA,13207,Monroe County,20200316,6213
202004,GA,13091,Dodge County,20200318,5463
202004,GA,13003,Atkinson County,20200323,677
202004,GA,13105,Elbert County,20200325,15656
202004,GA,13285,Troup County,20200325,17606
202004,GA,13183,Long County,20200327,7673
202004,GA,13305,Wayne County,20200330,5826
202004,GA,13043,Candler County,20200402,1512
202004,GA,13037,Calhoun County,20200113,2697
202004,GA,13033,Burke County,20200312,12114
202004,GA,13169,Jones County,20200313,14411
202004,GA,13309,Wheeler County,20200317,414
202004,GA,13217,Newton County,20200320,92273
202004,GA,13173,Lanier County,20200323,2061
202004,GA,13077,Coweta County,20200324,75189
202004,GA,13005,Bacon County,20200325,1267
202004,GA,13027,Brooks County,20200327,2235
202004,GA,13291,Union County,20200331,31767
202004,GA,13165,Jenkins County,20200402,3397
202004,HI,15001,Hawaii County,20200318,29111
202004,IA,19177,Van Buren County,20191104,3049
202004,IA,19065,Fayette County,20200211,6167
202004,IA,19071,Fremont County,20200218,1947
202004,IA,19165,Shelby County,20200218,3041
202004,IA,19021,Buena Vista County,20200302,6219
202004,IA,19107,Keokuk County,20200304,2981
202004,IA,19095,Iowa County,20200317,6427
202004,IA,19009,Audubon County,20190919,1325
202004,IA,19115,Louisa County,20191227,3166
202004,IA,19121,Madison County,20200213,4851
202004,IA,19059,Dickinson County,20200219,10298
202004,IA,19067,Floyd County,20200305,9703
202004,IA,19051,Davis County,20200306,2336
202004,IA,19049,Dallas County,20200327,59773
202004,IA,19151,Pocahontas County,20190827,2718
202004,IA,19019,Buchanan County,20200211,14388
202004,IA,19039,Clarke County,20200218,5356
202004,IA,19195,Worth County,20200218,2035
202004,IA,19029,Cass County,20200306,4118
202004,IA,19083,Hardin County,20191219,4220
202004,IA,19131,Mitchell County,20200212,8948
202004,IA,19129,Mills County,20200219,3729
202004,IA,19011,Benton County,20200306,23346
202004,IA,19061,Dubuque County,20200407,61202
202004,ID,16023,Butte County,20190815,372
202004,ID,16079,Shoshone County,20200306,5762
202004,ID,16055,Kootenai County,20200330,106812
202004,ID,16063,Lincoln County,20200224,1087
202004,ID,16073,Owyhee County,20200313,5221
202004,ID,16065,Madison County,20200323,13171
202004,ID,16033,Clark County,20190820,162
202004,ID,16057,Latah County,20191231,5691
202004,ID,16077,Power County,20200313,3383
202004,ID,16029,Caribou County,20191226,2135
202004,ID,16081,Teton County,20200228,8808
202004,ID,16051,Jefferson County,20200316,10202
202004,IL,17041,Douglas County,20191220,7989
202004,IL,17143,Peoria County,20200306,95685
202004,IL,17183,Vermilion County,20200320,59342
202004,IL,17039,De Witt County,20200403,2096
202004,IL,17037,DeKalb County,20200407,54752
202004,IL,17007,Boone County,20200409,28795
202004,IL,17101,Lawrence County,20181102,3970
202004,IL,17067,Hancock County,20191022,3850
202004,IL,17193,White County,20191230,260
202004,IL,17163,St. Clair County,20200319,171061
202004,IL,17113,McLean County,20200323,69667
202004,IL,17103,Lee County,20200331,10921
202004,IL,17055,Franklin County,20200407,43
202004,IL,17023,Clark County,20191231,6389
202004,IL,17141,Ogle County,20200309,15854
202004,IL,17093,Kendall County,20200317,113290
202004,IL,17139,Moultrie County,20200407,3759
202004,IL,17151,Pope County,20180201,572
202004,IL,17017,Cass County,20191122,5810
202004,IL,17169,Schuyler County,20200204,1287
202004,IL,17095,Knox County,20200317,19613
202004,IL,17111,McHenry County,20200323,275948
202004,IL,17027,Clinton County,20200409,22623
202004,IN,18041,Fayette County,20190412,13375
202004,IN,18067,Howard County,20190627,46011
202004,IN,18039,Elkhart County,20200311,106009
202004,IN,18133,Putnam County,20200313,12767
202004,IN,18035,Delaware County,20200330,65283
202004,AK,02275,Wrangell City and Borough,20190724,57
202004,AK,02170,Matanuska-Susitna Borough,20200409,70301
202004,AK,02150,Kodiak Island Borough,20200317,4157
202004,AL,01075,Lamar County,20170727,3032
202004,AL,01039,Covington County,20200313,7607
202004,AL,01081,Lee County,20200330,51606
202004,AL,01083,Limestone County,20200409,45639
202004,AL,01091,Marengo County,20190801,1310
202004,AL,01071,Jackson County,20191210,2514
202004,AL,01115,St. Clair County,20200228,50963
202004,AL,01047,Dallas County,20200318,4479
202004,AL,01003,Baldwin County,20200331,204907
202004,AL,01077,Lauderdale County,20200410,33618
202004,AL,01053,Escambia County,20200203,12577
202004,AL,01079,Lawrence County,20200406,6899
202004,AL,01023,Choctaw County,20160322,391
202004,AL,01013,Butler County,20191206,8637
202004,AL,01087,Macon County,20200316,222
202004,AL,01069,Houston County,20200409,19301
202004,AL,01089,Madison County,20200410,198094
202004,AR,05109,Pike County,20180615,3494
202004,AR,05049,Fulton County,20190426,1858
202004,AR,05121,Randolph County,20200127,9714
202004,AR,05037,Cross County,20200313,10817
202004,AR,05059,Hot Spring County,20200117,18097
202004,AR,05071,Johnson County,20200311,10576
202004,AR,05143,Washington County,20200325,152527
202004,AR,05025,Cleveland County,20191220,1156
202004,AR,05113,Polk County,20200228,14591
202004,AR,05123,St. Francis County,20200312,2673
202004,AR,05141,Van Buren County,20200316,11246
202004,AR,05147,Woodruff County,20200323,2817
202004,AR,05079,Lincoln County,20200410,2501
202004,AR,05061,Howard County,20200214,5340
202004,AR,05051,Garland County,20200310,62558
202004,AR,05087,Madison County,20200312,9937
202004,AR,05085,Lonoke County,20200318,43440
202004,AR,05091,Miller County,20200325,26451
202004,AZ,04007,Gila County,20200214,57524
202004,AZ,04015,Mohave County,20200326,327397
202004,AZ,04005,Coconino County,20200406,155508
202004,AZ,04021,Pinal County,20200331,465223
202004,CA,06091,Sierra County,20191018,1105
202004,CA,06103,Tehama County,20200306,44917
202004,CA,06029,Kern County,20200324,669248
202004,CA,06043,Mariposa County,20200228,9839
