THA,202012,202009,
TTO,CURRENT_VERSION,PAST_VERSION,
TUN,CURRENT_VERSION,PAST_VERSION,
TUR,202012,202009,
TWN,202012,202009,
TZA,202006,,
UGA,CURRENT_VERSION,PAST_VERSION,
UKR,202006,,
URY,CURRENT_VERSION,PAST_VERSION,
VCT,CURRENT_VERSION,PAST_VERSION,
VEN,CURRENT_VERSION,PAST_VERSION,
VGB,CURRENT_VERSION,PAST_VERSION,
VNM,202012,202009,
XKS,202012,202009,
YEM,CURRENT_VERSION,PAST_VERSION,
ZAF,202012,202009,
ZMB,CURRENT_VERSION,PAST_VERSION,
ZWE,CURRENT_VERSION,PAST_VERSION,
